#Bulken (Vangsvatnet), 62.5.0, Vannføring, time
Tidspunkt;Vannføring (m³/s);Korrigert;Kontrollert
2024-06-23 06:00:00Z;65,25048;0;3
2024-06-23 07:00:00Z;65,48425;0;3
2024-06-23 08:00:00Z;65,78732;0;3
2024-06-23 09:00:00Z;66,04961;0;3
2024-06-23 10:00:00Z;66,43698;0;3
2024-06-23 11:00:00Z;66,7004;0;3
2024-06-23 12:00:00Z;67,00606;0;3
2024-06-23 13:00:00Z;67,25662;0;3
2024-06-23 14:00:00Z;67,59144;0;3
2024-06-23 15:00:00Z;68,02501;0;3
2024-06-23 16:00:00Z;68,47387;0;3
2024-06-23 17:00:00Z;68,9241;0;3
2024-06-23 18:00:00Z;69,38988;0;3
2024-06-23 19:00:00Z;69,91375;0;3
2024-06-23 20:00:00Z;70,29716;0;3
2024-06-23 21:00:00Z;70,72437;0;3
2024-06-23 22:00:00Z;71,08127;0;3
2024-06-23 23:00:00Z;71,43905;0;3
2024-06-24 00:00:00Z;71,85506;0;3
2024-06-24 01:00:00Z;72,11378;0;3
2024-06-24 02:00:00Z;72,32977;0;3
2024-06-24 03:00:00Z;72,45949;0;3
2024-06-24 04:00:00Z;72,56046;0;3
2024-06-24 05:00:00Z;72,58932;0;3
2024-06-24 06:00:00Z;72,67594;0;3
2024-06-24 07:00:00Z;72,69038;0;3
2024-06-24 08:00:00Z;72,66152;0;3
2024-06-24 09:00:00Z;72,4595;0;3
2024-06-24 10:00:00Z;72,22894;0;3
2024-06-24 11:00:00Z;71,98436;0;3
2024-06-24 12:00:00Z;71,65407;0;3
2024-06-24 13:00:00Z;71,29585;0;3
2024-06-24 14:00:00Z;70,86704;0;3
2024-06-24 15:00:00Z;70,49637;0;3
2024-06-24 16:00:00Z;70,0415;0;3
2024-06-24 17:00:00Z;69,51711;0;3
2024-06-24 18:00:00Z;69,13558;0;3
